ProductId,Gender,Item-type,Itemcategory,ProductType,Colour,Pattern,Material,Brand,Style,Sub-Style,Specific Style,ProductTitle,Image,ImageURL
16803,Women,Apparel,Bottomwear,Shorts,Beige,Solid,cotton,Benetton,Casual,Everyday,Basic,ANT Kids Women Solid Beige Short,16803.jpg,http://assets.myntassets.com/v1/images/style/properties/e92494e2062b248942fa0a86af93a299_images.jpg
5919,Women,Footwear,Shoes,Casual Shoes,White,Solid,cotton,Jockey,Casual,Everyday,Basic,ADIDAS Women's Daily White Shoe,5919.jpg,http://assets.myntassets.com/v1/images/style/properties/3892edcc11a89cd4583e1195d0e5817a_images.jpg
39988,Men,Footwear,Shoes,Casual Shoes,White,Solid,cotton,Kappa,Casual,Everyday,Basic,Gas Men Europa White Shoes,39988.jpg,http://assets.myntassets.com/v1/images/style/properties/9c3d77147758ab10f12caf6184fe13ef_images.jpg
40932,Women,Apparel,Bottomwear,Leggings,Blue,Striped,cotton,Lacoste,Casual,Everyday,Basic,Gini and Jony Women Happy Style Blue Leggings,40932.jpg,http://assets.myntassets.com/v1/images/style/properties/3d1b513868833c696d76a79d1fc1a2eb_images.jpg
30722,Men,Apparel,Topwear,Kurtas,Maroon,Solid,cotton,Marks & Spencer,Ethnic,Traditional,Cultural,Fabindia Men Printed Maroon Kurta,30722.jpg,http://assets.myntassets.com/v1/images/style/properties/e0b18bf846e97179d024278f2530bfbc_images.jpg
15266,Women,Footwear,Shoes,Casual Shoes,Gold,Geometric,cotton,Aeropostale,Casual,Everyday,Basic,ADIDAS Originals Women Top Ten HI Sleek Gold Casual Shoes,15266.jpg,http://assets.myntassets.com/v1/images/style/properties/309cc626f544977d148320772cf03edc_images.jpg
22154,Men,Footwear,Shoes,Formal Shoes,Black,Floral,cotton,American Eagle,Formal,Business,Professional,Lee Cooper Men Black Formal Shoes,22154.jpg,http://assets.myntassets.com/v1/images/style/properties/8ad35a71d39ef0432055771175ca3adc_images.jpg
21187,Men,Footwear,Flip Flops,Flip Flops,Yellow,Solid,cotton,Banana Republic,Casual,Everyday,Basic,ADIDAS Men Plugged In Yellow Flip Flops,21187.jpg,http://assets.myntassets.com/v1/images/style/properties/fc3c2314edb31f522eab09b78ebede00_images.jpg
40158,Women,Apparel,Topwear,Tops,Blue,Solid,leather,Guess,Casual,Everyday,Basic,Gini and Jony Women Summer Up Blue Top,40158.jpg,http://assets.myntassets.com/v1/images/style/properties/1b77be040dae4cffe0fac23f54ee2779_images.jpg
41866,Men,Footwear,Sandal,Sandals,Beige,Solid,leather,Hollister,Casual,Everyday,Basic,Estd. 1977 Men Beige & Green Sandals,41866.jpg,http://assets.myntassets.com/v1/images/style/properties/7adfef9d7001cdcb9a58822c0c8b615f_images.jpg
33252,Men,Apparel,Topwear,Tshirts,White,Solid,canvas,Old Navy,Casual,Everyday,Basic,Gini and Jony Men Printed White T-shirt,33252.jpg,http://assets.myntassets.com/v1/images/style/properties/75257ff08fff5c6958ce2c35feaacce8_images.jpg
41988,Men,Apparel,Topwear,Shirts,Blue,Solid,leather,Versace,Casual,Everyday,Basic,Gini and Jony Men Check Blue Shirt,41988.jpg,http://assets.myntassets.com/v1/images/style/properties/d89f4ae894d44f192d64b42377d6c80b_images.jpg
8379,Women,Apparel,Topwear,Tshirts,Green,Solid,leather,Flying Machine,Casual,Everyday,Basic,Doodle Girl's Princess Lime Green Top,8379.jpg,http://assets.myntassets.com/v1/images/style/properties/946a16f582f37cca07c9e49f64438dec_images.jpg
20753,Women,Footwear,Shoes,Heels,Silver,Solid,leather,Fortune,Casual,Everyday,Basic,Carlton London  Women Classy Silver Stilettos,20753.jpg,http://assets.myntassets.com/v1/images/style/properties/d52a4d90779343c2680fdf5325a88592_images.jpg
31693,Men,Footwear,Shoes,Formal Shoes,Brown,Solid,leather,Franco,Formal,Business,Professional,Ganuchi Men Brown Shoes,31693.jpg,http://assets.myntassets.com/v1/images/style/properties/f0b49a9cc297b4fa6ab22363776cdd98_images.jpg
8336,Men,Apparel,Topwear,Tshirts,Red,Solid,canvas,GAS,Casual,Everyday,Basic,Doodle Boy's 77 Juniors League Red White Kidswear,8336.jpg,http://assets.myntassets.com/v1/images/style/properties/7545c0c9c543d5a9782b4c2cdfb7e7a9_images.jpg
33515,Women,Footwear,Shoes,Heels,Tan,Solid,leather,Gini & Jony,Casual,Everyday,Basic,Cobblerz Women Tan Brown Pumps,33515.jpg,http://assets.myntassets.com/v1/images/style/properties/6a2ff932f7a8fd2d653b5addaf4df242_images.jpg
5896,Men,Footwear,Shoes,Casual Shoes,Black,Solid,leather,Globalite,Casual,Everyday,Basic,Puma Men Cavallino Black Shoe,5896.jpg,http://assets.myntassets.com/v1/images/style/properties/57601ed1977aecafecafbfb1fe49a424_images.jpg
15516,Men,Footwear,Flip Flops,Flip Flops,Navy Blue,Solid,leather,Grendha,Casual,Everyday,Basic,Rockport Men Altrezlp Navy Blue Flip Flops,15516.jpg,http://assets.myntassets.com/v1/images/style/properties/8e61745c35f663f59c82e7e68ae30c23_images.jpg
33253,Men,Apparel,Topwear,Tshirts,Yellow,Solid,leather,Catwalk,Casual,Everyday,Basic,Gini and Jony Men Printed Yellow T-shirt,33253.jpg,http://assets.myntassets.com/v1/images/style/properties/077807adc6b59469b6df9630a99f2e75_images.jpg
40977,Men,Apparel,Topwear,Tshirts,Green,Solid,canvas,Carlton,Casual,Everyday,Basic,Gini and Jony Men Core Green T-shirt,40977.jpg,http://assets.myntassets.com/v1/images/style/properties/3afcff662537315d2576a28b607e4d52_images.jpg
37539,Men,Apparel,Socks,Booties,White,Solid,leather,Cobblerz,Casual,Everyday,Basic,Madagascar 3 Infants Men White Booties,37539.jpg,http://assets.myntassets.com/v1/images/style/properties/3b4fde3fc805549feaf58cc396be3038_images.jpg
49601,Women,Footwear,Shoes,Heels,Beige,Solid,leather,Decathlon,Casual,Everyday,Basic,Catwalk Women Beige Flats,49601.jpg,http://assets.myntassets.com/v1/images/style/properties/49937b4de08c091443f333c9627b1acc_images.jpg
24633,Women,Footwear,Flip Flops,Flip Flops,Pink,Solid,leather,Disney,Casual,Everyday,Basic,ADIDAS Women Polka Pink Flip Flops,24633.jpg,http://assets.myntassets.com/v1/images/style/properties/33924b87c12a1b72deb3c8297cf9a72d_images.jpg
33151,Women,Apparel,Topwear,Tops,Pink,Solid,leather,Fabindia,Casual,Everyday,Basic,Gini and Jony Women Printed Pink Top,33151.jpg,http://assets.myntassets.com/v1/images/style/properties/ca67b9192c78f27f924e325d32bbf50d_images.jpg
12961,Men,Footwear,Sandal,Sandals,Brown,Solid,canvas,FILA,Casual,Everyday,Basic,ADIDAS Men Casual Brown Sandals,12961.jpg,http://assets.myntassets.com/v1/images/style/properties/cd86abdee8834de4aa0447b73cdcdd0c_images.jpg
12904,Men,Footwear,Shoes,Sports Shoes,Red,Solid,leather,Fila,Sports,Active,Running,Puma Men Future Cat M1 Engine Red Sports Shoes,12904.jpg,http://assets.myntassets.com/v1/images/style/properties/327593510d3b633066ceacf188df73ba_images.jpg
33146,Men,Apparel,Bottomwear,Shorts,Blue,Solid,leather,Ganuchi,Casual,Everyday,Basic,Gini and Jony Men Blue Shorts,33146.jpg,http://assets.myntassets.com/v1/images/style/properties/5e4e78593c924109d65978ca09ca44fe_images.jpg
23676,Men,Footwear,Sandal,Sandals,Black,Geometric,cotton,Gliders,Casual,Everyday,Basic,Red Tape Men Cross Band Black Sandals,23676.jpg,http://assets.myntassets.com/v1/images/style/properties/fbee867387ae6f303458cb86a7e46fa5_images.jpg
43935,Women,Footwear,Shoes,Heels,White,Solid,cotton,Hannah,Casual,Everyday,Basic,Catwalk Women White Heels,43935.jpg,http://assets.myntassets.com/v1/images/style/properties/6c5b3ea71c4b1365df13de7320626602_images.jpg
46584,Women,Footwear,Shoes,Heels,White,Striped,cotton,ID,Casual,Everyday,Basic,Catwalk Women White Sandals,46584.jpg,http://assets.myntassets.com/v1/images/style/properties/f9cd868eaeebaccefeab4d9e35fa3706_images.jpg
30250,Men,Footwear,Flip Flops,Flip Flops,Yellow,Solid,cotton,Inc,Casual,Everyday,Basic,Numero Uno Men Yellow Flip Flops,30250.jpg,http://assets.myntassets.com/v1/images/style/properties/ee0e918c229e76e0e7e61712e9d2ecb3_images.jpg
38999,Men,Apparel,Topwear,Shirts,White,Solid,cotton,Jockey,Casual,Everyday,Basic,Gini and Jony Men Around the World White Shirts,38999.jpg,http://assets.myntassets.com/v1/images/style/properties/553b3cec5a88fbef0ee6833ebb7108df_images.jpg
38283,Men,Apparel,Topwear,Tshirts,Green,Solid,leather,Kappa,Casual,Everyday,Basic,Marvel Men Green T-Shirt,38283.jpg,http://assets.myntassets.com/v1/images/style/properties/2800c8f9f63c160ac3c78fdb91e22f77_images.jpg
46831,Men,Apparel,Topwear,Shirts,Pink,Solid,leather,Lacoste,Casual,Everyday,Basic,Gini and Jony Men Pink Shirt,46831.jpg,http://assets.myntassets.com/v1/images/style/properties/943d9b272c042d8b06ee6b1d277de5be_images.jpg
36442,Men,Footwear,Shoes,Casual Shoes,Black,Solid,canvas,Marks & Spencer,Casual,Everyday,Basic,Spinn Men Dozer Black Shoes,36442.jpg,http://assets.myntassets.com/v1/images/style/properties/cd2866856f1acb4f49239ab4ea2689ef_images.jpg
50724,Women,Apparel,Dress,Dresses,Blue,Solid,leather,Mufti,Casual,Everyday,Basic,Doodle Women Blue Washed Dress,50724.jpg,http://assets.myntassets.com/v1/images/style/properties/8f184224331047aa5fc5b0041b04dc53_images.jpg
47624,Women,Footwear,Shoes,Heels,Maroon,Solid,leather,Pepe Jeans,Casual,Everyday,Basic,Portia Women Maroon Flats,47624.jpg,http://assets.myntassets.com/v1/images/style/properties/fa28030435da2e60179f7ffe5b40f5d9_images.jpg
8360,Women,Apparel,Topwear,Tshirts,Yellow,Floral,cotton,Peter England,Casual,Everyday,Basic,Doodle Girl's Tonight Night Rock Yellow Pink Kidswear,8360.jpg,http://assets.myntassets.com/v1/images/style/properties/36402d27d97e01bed7d4dd4507581d36_images.jpg
